calls_per_hour,avg_call_duration,contact_degree,spam_report_count,is_spam
3.77,98.28,7,0,0
1.24,145.26,7,0,0
5.03,156.1,5,0,0
4.56,201.23,6,0,0
5.26,168.93,2,0,0
102.82,12.94,0,11,1
70.75,9.99,1,15,1
3.19,178.54,6,1,0
3.93,239.71,10,0,0
2.37,157.04,5,0,0
5.41,67.18,5,0,0
44.86,17.79,1,17,1
109.91,1.92,0,16,1
6.08,175.04,7,0,0
4.6,227.12,4,0,0
3.25,139.21,9,0,0
1.83,146.68,6,0,0
1.88,154.72,9,0,0
4.13,71.44,5,0,0
6.96,157.72,5,2,0
1.63,196.98,2,0,0
2.67,228.5,6,0,0
1.54,115.08,1,0,0
14.16,102.86,9,0,0
3.04,269.58,6,0,0
4.3,166.8,6,0,0
41.63,3.3,0,7,1
6.07,197.53,4,0,0
2.99,143.96,6,0,0
4.57,224.76,7,0,0
7.9,321.92,7,0,0
62.79,14.28,0,24,1
1.99,229.18,7,0,0
55.83,1.29,0,13,1
3.68,160.51,8,0,0
6.64,233.81,8,0,0
2.96,240.38,5,0,0
2.91,194.26,6,0,0
4.64,188.58,8,0,0
1.52,177.65,3,0,0
41.36,4.14,0,33,1
66.25,21.9,0,4,1
1.49,174.24,5,0,0
7.6,172.94,2,0,0
5.8,264.52,8,0,0
4.14,230.77,7,1,0
45.14,10.43,0,13,1
5.09,173.32,6,0,0
3.05,264.91,3,0,0
5.06,220.05,4,0,0
3.83,184.74,5,1,0
3.8,178.8,10,0,0
7.0,140.21,11,0,0
2.18,187.46,8,0,0
81.26,9.68,0,23,1
2.19,197.68,5,1,0
6.28,302.92,2,0,0
2.19,188.91,7,1,0
4.68,217.85,8,0,0
1.73,198.87,6,0,0
4.39,137.07,6,0,0
45.72,2.02,0,11,1
3.66,237.75,5,0,0
48.73,14.6,0,25,1
1.78,222.6,4,0,0
2.12,90.93,5,0,0
2.42,244.42,6,0,0
3.16,194.51,6,0,0
2.7,125.83,6,0,0
1.44,245.37,3,0,0
1.77,158.85,7,0,0
47.19,17.69,0,17,1
4.11,218.49,9,0,0
85.95,1.98,0,17,1
58.21,11.22,0,13,1
5.92,115.46,2,0,0
1.55,288.46,5,0,0
4.72,308.75,5,1,0
76.85,13.19,0,5,1
47.85,14.41,0,27,1
47.58,7.43,0,9,1
4.78,220.51,4,0,0
2.59,269.38,8,0,0
26.69,7.69,0,10,1
4.22,76.94,5,0,0
1.72,219.95,1,0,0
37.21,9.59,0,9,1
2.43,369.47,7,0,0
67.76,2.1,0,7,1
60.62,4.8,0,29,1
87.8,6.55,0,14,1
34.58,5.43,0,13,1
0.75,175.14,12,0,0
65.44,2.32,0,12,1
40.82,4.42,0,19,1
71.61,7.0,0,7,1
1.25,148.41,10,0,0
3.5,251.43,7,0,0
56.71,7.19,0,20,1
51.83,7.23,0,31,1
2.96,190.98,5,0,0
39.26,1.28,1,9,1
27.45,6.71,0,15,1
2.81,211.82,3,0,0
43.6,1.45,0,22,1
3.48,255.32,6,0,0
6.04,199.72,4,0,0
0.86,233.59,3,0,0
1.15,216.55,2,0,0
67.2,31.56,0,17,1
4.36,193.0,8,0,0
60.87,10.46,0,8,1
2.4,213.44,5,0,0
50.85,15.72,0,29,1
2.26,112.75,6,0,0
7.7,178.25,5,0,0
1.27,52.79,4,0,0
3.75,223.38,8,0,0
6.38,249.14,5,0,0
1.48,55.67,10,0,0
1.53,200.79,6,0,0
3.38,159.99,3,0,0
61.38,8.18,0,14,1
2.03,165.24,14,0,0
1.85,90.64,7,0,0
64.81,4.52,0,13,1
5.26,244.29,6,0,0
4.08,208.84,8,0,0
1.99,241.63,4,0,0
49.29,9.57,0,14,1
4.14,138.1,8,0,0
42.28,9.12,0,17,1
2.53,64.44,6,0,0
54.79,22.98,0,25,1
6.22,204.04,4,0,0
1.69,155.82,9,0,0
1.58,218.68,4,0,0
4.1,124.31,7,0,0
1.04,67.61,6,0,0
59.4,1.94,0,18,1
3.1,165.98,7,0,0
50.95,1.95,0,8,1
2.07,97.36,7,0,0
3.11,211.24,3,0,0
3.48,186.15,6,0,0
1.54,126.16,8,0,0
3.37,215.38,10,0,0
1.94,241.11,3,0,0
38.83,3.58,0,9,1
55.64,5.1,0,10,1
3.23,69.48,5,0,0
43.43,3.07,1,4,1
1.91,132.81,6,0,0
1.5,284.75,6,0,0
5.47,63.95,5,0,0
53.66,6.13,0,22,1
1.74,167.84,5,0,0
3.61,131.14,5,0,0
75.76,16.71,0,21,1
2.53,88.21,7,0,0
6.14,218.29,7,0,0
51.07,15.71,0,24,1
76.58,10.3,0,26,1
1.33,160.97,6,1,0
1.39,176.03,6,0,0
1.32,162.02,9,0,0
3.86,304.64,4,0,0
4.0,236.79,4,0,0
2.68,176.93,11,0,0
3.58,204.35,5,1,0
8.65,203.1,8,1,0
1.19,298.02,8,0,0
2.16,222.91,6,1,0
5.29,116.2,11,0,0
2.76,187.61,5,0,0
4.75,218.31,4,0,0
1.54,134.02,5,0,0
1.57,223.15,2,0,0
5.24,117.65,8,0,0
3.48,101.71,6,0,0
2.84,202.98,3,2,0
4.09,148.26,8,0,0
2.1,237.18,6,0,0
35.75,1.22,0,17,1
5.35,136.71,5,0,0
8.01,121.67,6,0,0
46.06,9.56,0,29,1
4.31,100.51,4,0,0
49.63,6.88,0,25,1
5.74,172.5,7,0,0
61.58,25.71,0,32,1
1.93,132.26,8,0,0
4.58,251.35,5,0,0
9.29,75.31,4,1,0
1.37,161.91,6,1,0
1.0,208.48,7,0,0
2.0,150.3,5,0,0
77.45,19.19,1,13,1
29.66,3.17,0,9,1
1.97,246.22,2,0,0
2.11,239.89,6,0,0
2.85,234.13,4,0,0
0.81,237.36,4,0,0
2.99,107.47,7,0,0
3.97,188.54,7,0,0
71.4,3.9,0,8,1
2.49,147.22,9,0,0
2.06,190.92,8,0,0
4.95,176.83,5,1,0
2.35,67.62,11,0,0
48.57,16.91,0,22,1
6.21,75.38,6,0,0
27.37,22.31,0,31,1
56.51,8.74,0,28,1
3.23,137.4,6,0,0
4.57,181.44,8,0,0
2.09,123.85,5,0,0
36.38,20.38,0,17,1
4.88,197.79,10,0,0
45.51,9.56,0,35,1
2.51,181.94,5,0,0
1.27,192.77,4,0,0
37.56,7.45,0,5,1
100.58,5.83,0,26,1
63.64,7.03,0,11,1
15.0,46.89,8,0,0
3.44,152.52,8,0,0
48.76,20.84,0,19,1
1.29,131.61,6,0,0
56.97,12.41,0,8,1
4.39,139.66,4,0,0
9.44,170.4,9,2,0
28.82,5.76,0,43,1
31.65,14.25,0,17,1
4.62,264.89,4,0,0
4.92,129.69,10,0,0
3.17,135.04,7,0,0
2.88,238.67,6,0,0
32.67,45.0,0,11,1
5.06,274.45,6,0,0
2.04,135.46,4,0,0
1.06,214.23,5,0,0
1.59,268.19,7,1,0
65.54,7.66,0,15,1
3.55,125.05,6,0,0
6.72,223.61,5,0,0
35.6,7.69,0,11,1
6.09,146.14,5,0,0
2.6,220.59,14,0,0
1.59,171.5,7,0,0
7.41,175.73,10,0,0
53.42,2.09,0,16,1
57.6,5.87,0,14,1
3.72,173.51,4,0,0
5.35,76.44,10,0,0
58.28,3.72,0,8,1
3.31,256.47,5,0,0
2.27,252.99,7,0,0
5.55,155.12,4,0,0
3.11,156.78,8,0,0
2.53,64.47,2,0,0
1.06,200.16,7,0,0
3.69,240.13,8,0,0
2.57,185.05,4,0,0
29.8,17.45,0,17,1
5.68,253.84,5,0,0
4.8,153.31,7,0,0
5.57,135.78,4,0,0
1.12,161.99,6,0,0
2.41,69.85,6,0,0
5.33,114.74,5,0,0
6.38,189.53,9,0,0
2.08,143.84,9,0,0
2.92,150.56,7,0,0
57.4,15.0,0,7,1
2.91,166.01,6,0,0
62.47,1.1,0,26,1
2.72,200.19,8,0,0
2.59,302.74,3,0,0
8.05,325.13,5,0,0
72.83,6.36,0,11,1
2.54,158.64,4,0,0
1.49,197.74,10,0,0
55.8,15.54,0,22,1
6.16,236.72,4,0,0
6.57,152.54,5,0,0
37.9,5.47,0,11,1
47.88,12.17,0,9,1
3.77,177.93,9,0,0
6.5,294.7,6,1,0
55.69,1.19,0,14,1
2.41,150.63,4,0,0
3.69,148.76,6,0,0
76.34,15.54,0,26,1
3.6,204.01,6,0,0
56.24,22.22,0,19,1
4.77,249.94,4,0,0
56.72,15.68,0,14,1
7.61,256.0,4,0,0
1.63,187.31,6,0,0
54.81,6.14,0,8,1
6.65,178.69,6,0,0
0.82,232.8,4,0,0
4.12,230.98,7,0,0
6.01,204.41,5,0,0
59.94,1.14,0,20,1
5.65,239.76,6,0,0
2.99,83.62,4,0,0
1.26,141.53,12,0,0
49.44,8.66,0,6,1
43.47,8.75,0,33,1
2.23,77.64,6,0,0
8.78,186.47,6,1,0
72.25,7.31,0,10,1
4.68,275.37,8,0,0
37.62,13.65,0,10,1
2.41,239.66,4,0,0
1.95,200.18,5,0,0
2.05,185.13,10,0,0
2.71,239.82,10,0,0
4.92,141.13,7,0,0
1.86,181.4,6,0,0
23.19,14.95,0,21,1
2.23,162.44,5,0,0
5.38,94.67,8,1,0
11.14,116.04,4,0,0
3.2,134.38,5,0,0
1.83,186.43,6,0,0
2.01,157.48,4,1,0
2.8,202.22,10,0,0
73.23,9.03,0,19,1
30.99,2.99,1,13,1
2.14,92.93,12,0,0
74.37,9.61,0,17,1
3.71,221.62,5,1,0
6.23,188.15,7,0,0
3.02,218.81,4,0,0
2.28,194.11,3,0,0
3.48,267.23,7,0,0
48.96,35.09,0,16,1
4.63,224.41,6,0,0
0.75,157.35,9,0,0
4.37,281.61,14,0,0
27.48,2.17,0,13,1
4.78,226.67,10,0,0
74.22,3.73,0,5,1
1.8,151.2,4,0,0
1.41,165.98,9,0,0
37.14,5.86,0,14,1
4.78,179.69,15,0,0
46.81,7.97,0,17,1
1.91,100.04,4,0,0
4.47,214.19,7,1,0
1.57,106.43,2,0,0
5.7,109.36,12,2,0
6.1,161.58,7,0,0
9.48,281.25,4,0,0
68.49,7.67,0,16,1
2.59,92.37,5,0,0
1.74,276.95,5,0,0
45.76,17.09,0,27,1
112.92,8.39,0,32,1
26.69,3.01,0,29,1
48.42,12.88,0,11,1
36.79,9.39,1,9,1
6.36,218.57,5,0,0
28.6,1.43,0,10,1
2.18,188.36,2,0,0
79.05,2.08,0,6,1
2.53,236.34,7,0,0
1.31,229.35,3,0,0
1.85,140.19,7,0,0
4.19,194.27,9,1,0
2.72,134.98,8,0,0
2.33,229.75,6,0,0
28.35,12.88,0,26,1
48.25,10.31,0,18,1
86.3,2.53,0,48,1
1.6,219.77,2,0,0
1.4,257.05,7,0,0
1.57,198.77,4,1,0
8.15,204.58,4,0,0
2.91,188.52,7,0,0
4.6,294.76,4,0,0
6.24,113.92,10,0,0
79.04,32.29,0,33,1
1.21,219.75,6,0,0
1.22,187.68,6,0,0
4.05,273.47,7,0,0
1.16,165.12,2,0,0
2.56,25.0,9,0,0
2.29,202.16,7,0,0
5.28,214.1,4,0,0
3.01,168.39,13,1,0
9.03,250.8,5,1,0
6.25,168.74,5,0,0
50.08,12.75,0,12,1
35.59,1.33,0,49,1
2.71,186.16,7,0,0
4.22,252.54,6,0,0
1.03,226.62,5,0,0
5.66,194.7,5,0,0
2.51,185.14,6,0,0
1.44,188.61,6,1,0
4.96,195.65,8,0,0
6.38,156.84,3,0,0
6.24,103.71,5,0,0
107.18,2.64,0,16,1
2.74,186.11,5,0,0
30.28,2.02,0,8,1
2.73,168.99,5,0,0
38.69,9.04,0,19,1
6.85,124.49,5,1,0
1.04,178.02,9,0,0
7.69,172.13,5,2,0
4.6,189.01,7,0,0
1.03,228.7,1,0,0
6.27,242.9,2,0,0
60.69,2.47,0,16,1
2.31,299.02,7,0,0
2.65,152.38,5,0,0
58.38,10.77,0,5,1
37.76,1.37,0,11,1
44.18,1.85,0,6,1
2.11,95.83,11,0,0
6.42,116.68,2,0,0
0.92,138.91,7,0,0
3.71,190.93,6,0,0
73.8,7.2,0,12,1
3.99,258.59,3,0,0
0.86,163.03,5,0,0
0.82,173.18,1,0,0
4.11,327.59,5,0,0
1.63,147.39,4,0,0
0.94,164.4,1,0,0
79.16,2.35,0,25,1
2.0,212.53,10,0,0
2.5,181.21,9,0,0
3.05,175.01,7,0,0
38.31,21.94,0,13,1
0.87,137.6,7,0,0
60.5,36.87,0,14,1
41.41,5.83,0,34,1
4.7,212.4,6,0,0
2.81,220.0,4,1,0
1.93,110.72,6,0,0
59.15,3.7,0,32,1
68.47,8.59,0,19,1
1.73,191.72,10,0,0
3.59,203.93,7,0,0
1.97,208.8,5,0,0
4.03,138.29,7,0,0
2.25,244.08,5,0,0
10.07,234.66,1,0,0
2.41,234.14,8,0,0
2.23,38.97,8,0,0
1.72,203.72,6,0,0
5.07,159.3,3,0,0
55.07,1.86,0,23,1
4.05,202.36,3,0,0
67.84,4.41,0,16,1
40.31,3.62,0,7,1
4.95,99.3,9,0,0
2.98,203.78,6,0,0
29.68,4.32,0,8,1
1.03,178.31,10,0,0
84.2,7.9,0,35,1
87.3,21.82,0,13,1
3.27,240.92,5,0,0
6.23,220.41,3,0,0
61.65,2.32,0,19,1
7.52,183.23,7,0,0
28.39,2.81,0,12,1
1.01,191.7,9,0,0
10.69,228.55,7,0,0
6.08,299.02,4,0,0
3.81,55.72,7,0,0
78.79,4.06,0,8,1
2.22,141.43,4,0,0
7.3,180.71,3,0,0
2.11,235.69,6,0,0
48.31,18.11,0,15,1
1.77,183.39,5,0,0
2.88,217.41,3,0,0
6.73,174.7,6,0,0
3.05,137.16,7,0,0
2.35,176.56,3,0,0
4.57,112.07,6,0,0
51.26,7.56,0,15,1
48.08,1.44,0,10,1
40.64,2.12,0,18,1
49.77,3.68,0,8,1
73.7,17.83,0,20,1
51.38,7.16,1,8,1
35.64,2.48,0,23,1
3.34,146.69,7,0,0
91.82,17.15,0,11,1
2.17,184.88,10,1,0
1.61,151.48,6,0,0
5.12,93.21,3,0,0
0.81,114.64,7,0,0
6.61,149.54,8,0,0
3.71,134.28,3,0,0
3.4,207.66,7,0,0
5.85,271.2,6,0,0
53.82,2.22,1,23,1
4.12,292.26,2,0,0
0.61,173.19,5,1,0
2.94,134.96,5,0,0
68.44,21.09,0,11,1
2.69,220.94,8,0,0
2.5,169.68,4,0,0
65.95,14.18,0,25,1
1.44,211.4,3,0,0
2.12,309.38,8,0,0
2.62,351.91,6,0,0
2.26,280.78,6,1,0
4.05,188.93,3,0,0
2.11,201.71,7,0,0
3.5,207.07,9,0,0
2.67,349.45,4,1,0
7.64,138.48,7,0,0
2.43,216.42,7,0,0
0.71,184.91,3,0,0
4.13,116.61,6,0,0
56.19,1.77,0,13,1
3.55,194.17,8,0,0
4.39,195.04,6,0,0
3.71,191.1,3,0,0
0.71,172.22,9,0,0
2.07,214.27,4,0,0
4.61,182.64,5,0,0
1.76,199.97,9,0,0
1.45,169.22,5,0,0
6.67,154.17,7,1,0
95.97,20.75,0,7,1
3.46,269.73,6,0,0
51.36,1.81,0,21,1
3.36,68.5,11,0,0
1.76,216.96,4,0,0
42.83,1.52,0,8,1
11.09,180.86,5,0,0
2.44,110.81,7,0,0
7.19,147.34,9,0,0
4.1,222.39,8,0,0
65.11,2.65,0,36,1
49.05,12.87,0,21,1
2.34,166.59,4,0,0
34.17,4.69,0,14,1
46.15,2.29,0,9,1
1.85,95.46,8,0,0
54.57,21.79,0,18,1
3.46,112.14,3,0,0
40.07,3.33,0,10,1
1.1,203.01,9,0,0
4.89,184.1,11,0,0
38.26,1.39,0,27,1
4.97,94.51,7,0,0
52.09,2.44,0,32,1
102.04,45.0,0,13,1
35.69,3.25,0,11,1
1.09,145.37,6,0,0
5.33,109.57,4,0,0
34.52,4.08,0,10,1
1.79,116.64,3,0,0
0.95,175.01,6,0,0
1.08,116.22,7,0,0
4.73,147.24,3,0,0
4.08,202.52,11,0,0
2.59,261.21,7,0,0
3.27,179.9,3,0,0
5.08,156.15,9,0,0
3.83,272.16,6,0,0
3.64,119.92,6,0,0
1.26,187.24,5,0,0
1.82,140.96,5,0,0
1.3,133.5,9,0,0
1.42,160.55,4,0,0
25.91,8.8,0,22,1
1.03,157.93,12,1,0
4.03,134.04,4,1,0
1.78,169.23,3,0,0
6.55,156.4,6,0,0
5.34,309.55,7,0,0
39.82,1.15,1,28,1
46.58,1.57,0,12,1
5.39,73.92,8,0,0
67.79,17.82,0,11,1
1.55,145.31,1,0,0
1.99,53.73,5,0,0
2.39,213.99,7,0,0
64.14,5.89,0,19,1
1.84,131.46,6,0,0
35.87,6.69,0,20,1
4.6,159.4,7,0,0
26.11,3.9,0,7,1
1.33,202.88,6,2,0
66.99,5.38,0,20,1
6.78,118.87,6,1,0
6.3,235.38,9,0,0
48.22,10.11,0,14,1
5.02,90.73,5,0,0
4.07,267.7,8,0,0
52.11,7.13,0,29,1
57.21,14.65,0,18,1
3.46,238.67,10,0,0
5.34,124.14,9,0,0
45.7,5.73,0,34,1
1.45,176.95,12,0,0
61.28,9.26,0,21,1
5.93,167.1,4,0,0
3.99,182.67,7,0,0
5.55,165.01,7,0,0
5.63,211.97,6,0,0
2.18,102.74,5,0,0
5.15,149.04,4,0,0
2.2,224.12,5,0,0
2.87,260.56,8,0,0
107.26,2.93,0,7,1
7.84,196.16,6,0,0
56.84,4.6,0,9,1
0.71,217.52,11,1,0
33.24,5.28,0,22,1
32.55,5.32,1,23,1
1.37,157.2,6,0,0
5.05,199.85,10,0,0
1.07,242.89,12,1,0
3.8,200.19,6,0,0
56.35,5.25,0,13,1
6.51,270.86,8,0,0
3.32,144.33,5,0,0
2.4,169.59,5,0,0
44.93,6.58,0,21,1
62.2,2.84,0,41,1
7.36,178.91,5,0,0
3.65,159.85,8,0,0
51.72,5.55,0,45,1
3.97,205.86,6,0,0
63.35,11.68,0,18,1
2.69,242.64,8,0,0
4.16,159.63,8,0,0
3.4,138.81,5,0,0
1.94,132.24,7,0,0
76.5,15.24,0,11,1
4.35,269.08,6,0,0
40.87,23.74,0,10,1
31.84,4.13,0,21,1
4.85,391.74,7,0,0
1.69,156.69,5,0,0
4.48,326.47,3,0,0
4.02,204.0,2,0,0
1.68,199.62,7,0,0
1.07,152.92,8,0,0
8.93,174.82,5,0,0
0.63,146.47,13,0,0
3.84,114.08,3,0,0
1.69,44.83,6,0,0
3.02,97.68,5,1,0
44.82,5.04,0,8,1
28.88,5.47,0,16,1
6.11,212.88,6,0,0
1.28,238.21,7,0,0
39.48,7.72,0,13,1
68.98,10.36,0,17,1
8.84,175.35,6,0,0
64.27,4.13,0,36,1
65.72,6.93,1,10,1
48.65,14.26,0,9,1
3.15,194.7,8,0,0
3.78,103.78,3,0,0
7.47,221.45,5,0,0
4.11,119.68,4,0,0
6.98,226.88,6,0,0
4.42,170.72,3,1,0
1.59,141.06,6,1,0
30.01,6.08,1,9,1
4.31,137.6,7,1,0
3.83,166.47,8,0,0
2.67,248.19,9,0,0
5.25,110.16,4,0,0
48.63,2.26,1,14,1
33.03,2.78,0,8,1
51.75,1.89,0,6,1
2.64,221.21,5,0,0
3.14,231.84,6,0,0
1.83,225.54,3,0,0
4.54,25.0,8,0,0
2.96,200.34,3,0,0
1.78,109.21,7,0,0
72.8,20.82,0,9,1
40.19,10.05,0,15,1
2.26,275.52,3,0,0
40.63,1.9,0,6,1
55.68,6.79,0,9,1
2.39,129.4,4,0,0
3.38,189.08,5,1,0
6.35,162.06,6,0,0
1.43,132.95,6,0,0
5.1,100.66,8,1,0
5.59,143.34,4,0,0
54.23,1.06,0,8,1
1.53,223.63,9,0,0
1.9,285.19,6,0,0
50.72,3.19,0,27,1
2.47,171.57,5,0,0
1.44,98.03,10,0,0
1.86,166.32,6,0,0
3.72,184.66,6,0,0
2.03,307.26,7,0,0
2.1,172.04,15,0,0
29.77,1.96,0,16,1
26.57,16.21,0,13,1
3.16,157.98,7,0,0
3.52,311.14,10,0,0
1.52,183.3,7,0,0
1.68,195.83,10,0,0
1.19,190.12,4,0,0
4.13,187.45,6,0,0
8.75,180.13,7,0,0
2.03,188.11,1,0,0
45.66,6.94,0,30,1
2.07,202.37,4,0,0
5.99,193.44,7,1,0
5.44,270.92,3,0,0
5.98,157.88,5,0,0
5.86,161.64,5,1,0
4.27,148.09,11,0,0
51.22,2.17,0,8,1
6.03,154.22,7,0,0
73.45,13.35,0,12,1
4.77,134.25,8,0,0
0.57,115.46,4,0,0
43.63,4.12,0,15,1
2.53,101.53,6,0,0
1.16,198.27,7,0,0
38.91,1.04,0,8,1
4.1,214.44,5,0,0
3.03,192.47,9,0,0
0.75,281.86,7,0,0
0.8,96.05,6,0,0
2.01,109.83,5,1,0
4.85,142.45,2,0,0
42.12,1.73,0,13,1
1.24,25.0,5,0,0
0.96,218.39,8,0,0
65.08,2.29,0,14,1
5.82,141.5,4,0,0
8.68,246.73,6,0,0
1.2,67.02,1,0,0
3.81,184.88,6,0,0
2.91,137.55,5,0,0
6.12,222.2,9,0,0
1.68,171.78,11,0,0
1.43,216.55,4,1,0
1.8,230.22,9,2,0
46.28,1.95,0,31,1
3.36,244.51,7,0,0
40.79,2.81,0,24,1
1.82,214.41,10,0,0
67.57,22.55,0,8,1
66.43,9.28,0,17,1
43.96,18.97,0,15,1
4.32,200.53,9,0,0
1.37,212.67,9,0,0
47.97,1.26,0,8,1
1.06,237.92,4,0,0
40.44,5.83,1,22,1
6.96,237.48,9,0,0
53.17,2.76,0,25,1
5.82,231.81,7,1,0
47.8,13.87,0,40,1
1.54,120.81,7,0,0
1.96,151.44,7,0,0
52.22,15.98,0,23,1
64.23,4.06,0,9,1
5.99,204.43,3,0,0
3.5,208.8,8,0,0
1.55,142.28,1,0,0
1.92,164.19,6,0,0
2.12,99.19,11,0,0
7.67,186.21,3,1,0
59.31,9.84,0,9,1
31.05,10.13,0,14,1
2.0,118.87,10,0,0
2.87,124.26,5,0,0
73.59,12.93,0,43,1
42.35,10.22,0,14,1
67.26,3.62,0,30,1
2.82,82.49,6,0,0
4.61,310.31,9,0,0
54.32,3.53,0,11,1
3.18,253.73,5,0,0
6.5,51.51,9,1,0
3.12,157.36,4,0,0
5.55,190.53,5,0,0
0.98,144.64,7,0,0
38.51,13.35,0,24,1
2.43,74.51,5,0,0
150.0,11.67,0,9,1
37.27,6.09,0,20,1
3.64,198.38,6,0,0
36.43,27.02,0,28,1
39.91,2.86,0,26,1
3.49,74.74,4,0,0
5.34,69.58,8,0,0
3.47,206.8,5,0,0
40.9,6.85,1,16,1
1.65,88.18,8,0,0
51.51,12.62,0,24,1
56.4,19.29,0,16,1
6.19,188.79,7,0,0
3.66,312.64,3,0,0
1.62,193.21,3,0,0
2.05,299.52,5,0,0
7.52,247.27,5,0,0
3.08,249.86,5,0,0
4.68,113.6,7,0,0
2.01,184.34,8,0,0
5.08,165.36,4,0,0
5.69,130.48,10,0,0
4.03,113.2,10,0,0
3.17,156.53,5,0,0
5.51,237.74,6,0,0
0.96,232.74,3,0,0
4.31,162.77,7,0,0
1.66,203.26,8,0,0
60.84,9.16,0,37,1
3.39,158.8,2,0,0
6.06,231.43,4,0,0
2.36,154.26,7,0,0
46.28,2.77,0,26,1
4.13,168.65,3,0,0
2.06,131.85,3,0,0
1.54,134.01,7,1,0
0.85,187.58,9,0,0
75.97,9.5,0,16,1
3.84,127.35,3,0,0
28.21,14.61,0,11,1
84.74,1.25,0,39,1
1.02,214.86,7,0,0
1.11,138.86,8,0,0
41.64,3.68,0,25,1
2.93,185.42,14,0,0
6.42,205.23,3,0,0
3.28,315.24,5,0,0
5.24,189.44,3,0,0
2.84,56.08,7,0,0
42.96,14.06,0,28,1
50.56,4.39,0,9,1
4.31,173.21,7,0,0
7.71,98.15,9,0,0
51.99,3.37,0,15,1
5.26,161.42,4,0,0
57.98,2.82,0,12,1
3.17,155.71,1,0,0
1.2,143.95,6,0,0
55.71,8.86,0,16,1
3.91,136.09,6,0,0
31.43,16.14,0,17,1
2.12,100.42,8,0,0
28.3,4.85,0,20,1
1.75,175.43,5,0,0
59.17,1.39,0,19,1
39.44,2.3,0,21,1
5.39,189.95,6,0,0
3.07,167.09,3,1,0
0.98,162.13,5,0,0
66.71,18.35,0,14,1
64.49,2.35,0,31,1
59.06,2.4,0,8,1
47.19,15.06,0,18,1
7.84,155.17,5,1,0
4.48,270.3,5,0,0
3.15,238.8,7,1,0
42.95,3.6,0,18,1
0.72,266.13,9,0,0
3.84,76.66,5,1,0
9.18,175.91,4,0,0
11.56,156.84,5,0,0
7.45,188.87,5,0,0
0.83,312.59,5,0,0
81.57,9.84,0,13,1
52.25,7.18,0,18,1
42.31,2.95,1,25,1
2.0,221.68,6,0,0
3.43,166.92,1,0,0
0.69,90.92,7,0,0
3.01,182.25,4,0,0
2.29,158.56,4,0,0
3.62,196.13,6,0,0
2.61,210.11,4,0,0
1.36,147.72,5,0,0
2.35,184.68,8,0,0
39.83,4.94,0,10,1
1.88,204.3,5,0,0
3.39,162.72,11,0,0
1.81,148.74,5,0,0
63.9,4.05,0,17,1
2.99,147.67,5,0,0
2.96,220.9,9,0,0
2.2,197.87,6,0,0
4.3,145.26,3,0,0
5.06,149.0,10,0,0
45.72,14.84,0,19,1
4.02,228.8,8,0,0
61.0,19.34,0,36,1
3.46,203.16,5,0,0
3.6,134.42,5,0,0
50.87,14.18,0,9,1
2.12,117.86,2,0,0
7.96,203.33,8,0,0
2.89,159.41,9,0,0
5.43,132.72,7,0,0
1.47,140.85,8,0,0
100.81,9.26,0,18,1
3.62,217.76,10,0,0
53.76,9.11,1,18,1
5.6,186.87,7,1,0
71.84,5.47,0,20,1
2.19,272.43,4,0,0
5.39,130.2,2,0,0
2.74,152.46,7,0,0
45.64,6.69,0,20,1
41.42,7.36,0,18,1
25.7,6.52,0,12,1
1.39,30.43,4,0,0
1.5,166.74,8,0,0
1.9,244.3,12,0,0
1.27,144.44,3,0,0
4.42,173.01,8,0,0
3.53,187.01,8,0,0
35.24,23.59,0,10,1
4.87,129.76,7,0,0
8.34,224.96,2,1,0
2.73,265.73,5,0,0
51.96,5.25,0,22,1
69.19,12.06,0,21,1
74.45,19.44,0,26,1
5.8,67.5,11,0,0
2.51,322.04,6,0,0
10.48,222.16,4,1,0
3.3,125.97,9,1,0
4.01,141.75,6,0,0
36.96,17.09,0,15,1
47.66,19.85,0,35,1
12.4,217.54,11,0,0
87.19,1.51,0,22,1
7.93,204.49,9,0,0
1.3,128.94,4,0,0
29.41,4.21,0,35,1
1.12,219.81,3,0,0
60.82,27.38,0,12,1
6.56,218.52,8,0,0
54.68,5.78,0,15,1
2.9,171.17,7,0,0
3.65,122.63,7,0,0
2.75,250.73,4,0,0
1.11,288.33,8,0,0
58.26,5.24,0,19,1
1.85,152.57,3,0,0
1.73,118.57,4,0,0
2.8,90.47,4,1,0
5.58,165.22,7,0,0
64.95,7.17,0,23,1
1.92,171.04,6,0,0
4.81,175.9,6,0,0
4.23,214.62,4,0,0
1.89,267.34,6,0,0
1.33,120.72,4,0,0
1.44,198.77,5,0,0
5.0,33.56,4,0,0
1.05,151.81,5,0,0
1.71,159.25,4,0,0
5.98,234.34,12,0,0
1.02,194.85,2,0,0
2.38,191.25,11,0,0
4.35,197.18,4,0,0
7.61,273.62,1,0,0
50.81,2.93,0,22,1
24.02,2.06,0,19,1
2.49,229.21,3,0,0
8.17,303.25,7,0,0
3.07,195.28,4,0,0
10.49,69.1,10,0,0
26.05,9.21,0,10,1
3.21,167.27,6,1,0
1.84,126.2,7,0,0
9.64,175.5,14,0,0
4.52,82.97,7,0,0
5.33,266.18,8,0,0
2.47,78.98,7,1,0
7.0,193.84,7,0,0
1.83,161.86,5,0,0
3.65,317.33,5,0,0
1.52,125.38,3,0,0
0.99,212.18,14,0,0
38.93,18.54,0,43,1
